checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,default,credit_income_ratio,monthly_payment,age_group,credit_amount_bin,duration_category,has_checking,good_credit_history,stable_employment,owns_property,owns_housing
0-200 DM,18,Critical account,Car (new),1056,< 100 DM,>= 7 years,3,Male: single,Guarantor,3,Real estate,30,Bank,Own,2,Skilled employee,1,None,Yes,1,264.0,58.666666666666664,26-35,Low,Medium (1-2yr),1,0,1,1,1
0-200 DM,12,Critical account,Car (new),3124,< 100 DM,< 1 year,1,Male: single,None,3,Real estate,49,Bank,Own,2,Unskilled resident,2,None,Yes,0,1562.0,260.3333333333333,46-55,High,Short (1yr),1,0,0,1,1
No checking account,9,Existing credits paid till now,Furniture/equipment,1388,< 100 DM,1-4 years,4,Female: divorced/married,None,2,Real estate,26,None,Rent,1,Skilled employee,1,None,Yes,0,277.6,154.22222222222223,26-35,Medium,Short (1yr),0,1,0,1,0
0-200 DM,36,Existing credits paid till now,Repairs,2384,< 100 DM,< 1 year,4,Male: single,None,1,Unknown/none,33,None,Rent,1,Unskilled resident,1,None,Yes,1,476.8,66.22222222222223,26-35,High,Long (2-4yr),1,1,0,0,0
No checking account,12,Existing credits paid till now,Car (new),2133,Unknown/none,>= 7 years,4,Female: divorced/married,None,4,Unknown/none,52,None,For free,1,Highly skilled/self-employed,1,Yes,Yes,0,426.6,177.75,46-55,Medium,Short (1yr),0,1,1,0,0
< 0 DM,18,Existing credits paid till now,Furniture/equipment,2039,< 100 DM,1-4 years,1,Female: divorced/married,None,4,Real estate,20,Bank,Rent,1,Skilled employee,1,None,Yes,1,1019.5,113.27777777777777,18-25,Medium,Medium (1-2yr),1,1,0,1,0
< 0 DM,9,Critical account,Car (new),2799,< 100 DM,1-4 years,2,Male: single,None,2,Real estate,36,None,Rent,2,Skilled employee,2,None,Yes,0,933.0,311.0,36-45,High,Short (1yr),1,0,0,1,0
< 0 DM,12,Existing credits paid till now,Furniture/equipment,1289,< 100 DM,1-4 years,4,Male: single,Guarantor,1,Savings/life insurance,21,None,Own,1,Unskilled resident,1,None,Yes,0,257.8,107.41666666666667,18-25,Low,Short (1yr),1,1,0,0,1
< 0 DM,18,Existing credits paid till now,Domestic appliances,1217,< 100 DM,1-4 years,4,Male: married/widowed,None,3,Real estate,47,None,Own,1,Unskilled resident,1,Yes,Yes,1,243.4,67.61111111111111,46-55,Low,Medium (1-2yr),1,1,0,1,1
< 0 DM,12,Critical account,Furniture/equipment,2246,< 100 DM,>= 7 years,3,Male: single,None,3,Savings/life insurance,60,None,Own,2,Skilled employee,1,None,Yes,1,561.5,187.16666666666666,55+,Medium,Short (1yr),1,0,1,0,1
< 0 DM,12,Critical account,Radio/TV,385,< 100 DM,4-7 years,4,Female: divorced/married,None,3,Real estate,58,None,Own,4,Unskilled resident,1,Yes,Yes,0,77.0,32.083333333333336,55+,Low,Short (1yr),1,0,1,1,1
0-200 DM,24,Delay in past payments,Car (new),1965,Unknown/none,1-4 years,4,Female: divorced/married,None,4,Car or other,42,None,Rent,2,Skilled employee,1,Yes,Yes,0,393.0,81.875,36-45,Medium,Medium (1-2yr),1,0,0,0,0
No checking account,21,Existing credits paid till now,Business,1572,>= 1000 DM,>= 7 years,4,Female: divorced/married,None,4,Real estate,36,Bank,Own,1,Unskilled resident,1,None,Yes,0,314.4,74.85714285714286,36-45,Medium,Medium (1-2yr),0,1,1,1,1
0-200 DM,24,Existing credits paid till now,Car (new),2718,< 100 DM,1-4 years,3,Female: divorced/married,None,4,Savings/life insurance,20,None,Rent,1,Unskilled resident,1,Yes,Yes,1,679.5,113.25,18-25,High,Medium (1-2yr),1,1,0,0,0
< 0 DM,24,All credits paid at this bank,Others,1358,Unknown/none,>= 7 years,4,Male: single,None,3,Car or other,40,Stores,Own,1,Highly skilled/self-employed,1,Yes,Yes,1,271.6,56.583333333333336,36-45,Low,Medium (1-2yr),1,1,1,0,1
0-200 DM,6,All credits paid at this bank,Car (new),931,100-500 DM,< 1 year,1,Female: divorced/married,None,1,Savings/life insurance,32,Stores,Own,1,Unskilled resident,1,None,Yes,1,465.5,155.16666666666666,26-35,Low,Short (1yr),1,1,0,0,1
< 0 DM,24,Existing credits paid till now,Car (new),1442,< 100 DM,4-7 years,4,Female: divorced/married,None,4,Car or other,23,None,Rent,2,Skilled employee,1,None,Yes,1,288.4,60.083333333333336,18-25,Medium,Medium (1-2yr),1,1,1,0,0
0-200 DM,24,No credits/all paid,Business,4241,< 100 DM,1-4 years,1,Male: single,None,4,Real estate,36,None,Own,3,Unskilled resident,1,Yes,Yes,1,2120.5,176.70833333333334,36-45,Very High,Medium (1-2yr),1,1,0,1,1
No checking account,18,Critical account,Car (new),2775,< 100 DM,4-7 years,2,Male: single,None,2,Savings/life insurance,31,Bank,Own,2,Skilled employee,1,None,Yes,1,925.0,154.16666666666666,26-35,High,Medium (1-2yr),0,0,1,0,1
No checking account,24,Delay in past payments,Business,3863,< 100 DM,1-4 years,1,Male: single,None,2,Unknown/none,32,None,For free,1,Skilled employee,1,None,Yes,0,1931.5,160.95833333333334,26-35,High,Medium (1-2yr),0,0,0,0,0
0-200 DM,7,Existing credits paid till now,Radio/TV,2329,< 100 DM,< 1 year,1,Female: divorced/married,Guarantor,1,Real estate,45,None,Own,1,Skilled employee,1,None,Yes,0,1164.5,332.7142857142857,36-45,High,Short (1yr),1,1,0,1,1
0-200 DM,9,Existing credits paid till now,Furniture/equipment,918,< 100 DM,1-4 years,4,Female: divorced/married,None,1,Savings/life insurance,30,None,Own,1,Skilled employee,1,None,Yes,1,183.6,102.0,26-35,Low,Short (1yr),1,1,0,0,1
0-200 DM,24,All credits paid at this bank,Education,1837,< 100 DM,4-7 years,4,Female: divorced/married,None,4,Unknown/none,34,Bank,For free,1,Unskilled resident,1,None,Yes,1,367.4,76.54166666666667,26-35,Medium,Medium (1-2yr),1,1,1,0,0
No checking account,36,Existing credits paid till now,Furniture/equipment,3349,< 100 DM,1-4 years,4,Female: divorced/married,None,2,Car or other,28,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,1,669.8,93.02777777777777,26-35,High,Long (2-4yr),0,1,0,0,1
>= 200 DM,10,Existing credits paid till now,Furniture/equipment,1275,< 100 DM,< 1 year,4,Female: divorced/married,None,2,Savings/life insurance,23,None,Own,1,Skilled employee,1,None,Yes,0,255.0,127.5,18-25,Low,Short (1yr),1,1,0,0,1
< 0 DM,24,All credits paid at this bank,Furniture/equipment,2828,500-1000 DM,1-4 years,4,Male: single,None,4,Real estate,22,Stores,Own,1,Skilled employee,1,Yes,Yes,0,565.6,117.83333333333333,18-25,High,Medium (1-2yr),1,1,0,1,1
No checking account,24,Critical account,Business,4526,< 100 DM,1-4 years,3,Male: single,None,2,Real estate,74,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,1131.5,188.58333333333334,55+,Very High,Medium (1-2yr),0,0,0,1,1
0-200 DM,36,Existing credits paid till now,Radio/TV,2671,100-500 DM,1-4 years,4,Female: divorced/married,Co-applicant,4,Unknown/none,50,None,For free,1,Skilled employee,1,None,Yes,1,534.2,74.19444444444444,46-55,High,Long (2-4yr),1,1,0,0,0
No checking account,18,Existing credits paid till now,Radio/TV,2051,< 100 DM,< 1 year,4,Male: single,None,1,Real estate,33,None,Own,1,Skilled employee,1,None,Yes,0,410.2,113.94444444444444,26-35,Medium,Medium (1-2yr),0,1,0,1,1
No checking account,15,Existing credits paid till now,Car (used),1300,Unknown/none,>= 7 years,4,Male: single,None,4,Unknown/none,45,Bank,For free,1,Skilled employee,2,None,Yes,0,260.0,86.66666666666667,36-45,Low,Medium (1-2yr),0,1,1,0,0
< 0 DM,12,Existing credits paid till now,Domestic appliances,741,100-500 DM,Unemployed,4,Female: divorced/married,None,3,Savings/life insurance,22,None,Own,1,Skilled employee,1,None,Yes,1,148.2,61.75,18-25,Low,Short (1yr),1,1,0,0,1
>= 200 DM,10,Existing credits paid till now,Car (new),1240,100-500 DM,>= 7 years,1,Female: divorced/married,None,4,Unknown/none,48,None,For free,1,Unskilled resident,2,None,Yes,1,620.0,124.0,46-55,Low,Short (1yr),1,1,1,0,0
< 0 DM,21,Existing credits paid till now,Radio/TV,3357,>= 1000 DM,< 1 year,4,Female: divorced/married,None,2,Car or other,29,Bank,Own,1,Skilled employee,1,None,Yes,0,671.4,159.85714285714286,26-35,High,Medium (1-2yr),1,1,0,0,1
< 0 DM,24,All credits paid at this bank,Car (used),3632,< 100 DM,1-4 years,1,Female: divorced/married,Guarantor,4,Car or other,22,Bank,Rent,1,Skilled employee,1,None,No,0,1816.0,151.33333333333334,18-25,High,Medium (1-2yr),1,1,0,0,0
No checking account,18,Delay in past payments,Furniture/equipment,1808,< 100 DM,4-7 years,4,Female: divorced/married,None,1,Real estate,22,None,Own,1,Skilled employee,1,None,Yes,1,361.6,100.44444444444444,18-25,Medium,Medium (1-2yr),0,0,1,1,1
0-200 DM,48,No credits/all paid,Business,12204,Unknown/none,1-4 years,2,Male: single,None,2,Car or other,48,Bank,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,4068.0,254.25,46-55,Very High,Long (2-4yr),1,1,0,0,1
0-200 DM,60,Delay in past payments,Radio/TV,9157,Unknown/none,1-4 years,2,Male: single,None,2,Unknown/none,27,None,For free,1,Highly skilled/self-employed,1,None,Yes,0,3052.3333333333335,152.61666666666667,26-35,Very High,Very Long (4yr+),1,0,0,0,0
< 0 DM,6,Critical account,Car (new),3676,< 100 DM,1-4 years,1,Male: single,None,3,Real estate,37,None,Rent,3,Skilled employee,2,None,Yes,0,1838.0,612.6666666666666,36-45,High,Short (1yr),1,0,0,1,0
0-200 DM,30,Existing credits paid till now,Furniture/equipment,3441,100-500 DM,1-4 years,2,Female: divorced/married,Co-applicant,4,Car or other,21,None,Rent,1,Skilled employee,1,None,Yes,1,1147.0,114.7,18-25,High,Long (2-4yr),1,1,0,0,0
No checking account,12,Existing credits paid till now,Car (new),640,< 100 DM,1-4 years,4,Male: divorced/separated,None,2,Real estate,49,None,Own,1,Unskilled resident,1,None,Yes,0,128.0,53.333333333333336,46-55,Low,Short (1yr),0,1,0,1,1
0-200 DM,21,Critical account,Business,3652,< 100 DM,4-7 years,2,Male: single,None,3,Savings/life insurance,27,None,Own,2,Skilled employee,1,None,Yes,0,1217.3333333333333,173.9047619047619,26-35,High,Medium (1-2yr),1,0,1,0,1
No checking account,18,Critical account,Car (new),1530,< 100 DM,1-4 years,3,Male: single,None,2,Savings/life insurance,32,Bank,Own,2,Skilled employee,1,None,Yes,1,382.5,85.0,26-35,Medium,Medium (1-2yr),0,0,0,0,1
No checking account,48,Existing credits paid till now,Business,3914,Unknown/none,1-4 years,4,Male: divorced/separated,None,2,Real estate,38,Bank,Own,1,Skilled employee,1,None,Yes,1,782.8,81.54166666666667,36-45,High,Long (2-4yr),0,1,0,1,1
< 0 DM,12,Existing credits paid till now,Furniture/equipment,1858,< 100 DM,< 1 year,4,Female: divorced/married,None,1,Car or other,22,None,Rent,1,Skilled employee,1,None,Yes,0,371.6,154.83333333333334,18-25,Medium,Short (1yr),1,1,0,0,0
< 0 DM,18,Existing credits paid till now,Radio/TV,2600,< 100 DM,1-4 years,4,Male: single,None,4,Unknown/none,65,None,For free,2,Skilled employee,1,None,Yes,1,520.0,144.44444444444446,55+,High,Medium (1-2yr),1,1,0,0,0
No checking account,15,Existing credits paid till now,Radio/TV,1979,Unknown/none,>= 7 years,4,Male: single,None,2,Car or other,35,None,Own,1,Skilled employee,1,None,Yes,0,395.8,131.93333333333334,26-35,Medium,Medium (1-2yr),0,1,1,0,1
>= 200 DM,6,Existing credits paid till now,Furniture/equipment,2116,< 100 DM,1-4 years,2,Male: single,None,2,Real estate,41,None,Own,1,Skilled employee,1,Yes,Yes,0,705.3333333333334,352.6666666666667,36-45,Medium,Short (1yr),1,1,0,1,1
0-200 DM,9,All credits paid at this bank,Car (new),1437,100-500 DM,4-7 years,2,Male: single,None,3,Unknown/none,29,None,Own,1,Skilled employee,1,None,Yes,1,479.0,159.66666666666666,26-35,Medium,Short (1yr),1,1,1,0,1
No checking account,42,Critical account,Furniture/equipment,4042,500-1000 DM,1-4 years,4,Male: single,None,4,Real estate,36,None,Own,2,Skilled employee,1,Yes,Yes,0,808.4,96.23809523809524,36-45,Very High,Long (2-4yr),0,0,0,1,1
No checking account,9,Existing credits paid till now,Education,3832,Unknown/none,>= 7 years,1,Male: single,None,4,Real estate,64,None,Own,1,Unskilled resident,1,None,Yes,0,1916.0,425.77777777777777,55+,High,Short (1yr),0,1,1,1,1
< 0 DM,24,Existing credits paid till now,Radio/TV,3660,< 100 DM,1-4 years,2,Female: divorced/married,None,4,Car or other,28,None,Own,1,Skilled employee,1,None,Yes,0,1220.0,152.5,26-35,High,Medium (1-2yr),1,1,0,0,1
< 0 DM,18,All credits paid at this bank,Furniture/equipment,1553,< 100 DM,1-4 years,4,Male: single,None,3,Car or other,44,Bank,Own,1,Skilled employee,1,None,Yes,1,310.6,86.27777777777777,36-45,Medium,Medium (1-2yr),1,1,0,0,1
0-200 DM,15,Existing credits paid till now,Radio/TV,1444,Unknown/none,< 1 year,4,Male: single,None,1,Savings/life insurance,23,None,Own,1,Skilled employee,1,None,Yes,0,288.8,96.26666666666667,18-25,Medium,Medium (1-2yr),1,1,0,0,1
No checking account,9,Existing credits paid till now,Furniture/equipment,1980,< 100 DM,< 1 year,2,Female: divorced/married,Co-applicant,2,Car or other,19,None,Rent,2,Skilled employee,1,None,Yes,1,660.0,220.0,18-25,Medium,Short (1yr),0,1,0,0,0
0-200 DM,24,Existing credits paid till now,Car (new),1355,< 100 DM,< 1 year,3,Female: divorced/married,None,4,Car or other,25,None,Own,1,Unskilled resident,1,Yes,Yes,1,338.75,56.458333333333336,18-25,Low,Medium (1-2yr),1,1,0,0,1
No checking account,12,Existing credits paid till now,Education,1393,< 100 DM,>= 7 years,4,Male: single,None,4,Savings/life insurance,47,Bank,Own,3,Skilled employee,2,Yes,Yes,0,278.6,116.08333333333333,46-55,Medium,Short (1yr),0,1,1,0,1
No checking account,24,Existing credits paid till now,Radio/TV,1376,500-1000 DM,4-7 years,4,Female: divorced/married,None,1,Car or other,28,None,Own,1,Skilled employee,1,None,Yes,0,275.2,57.333333333333336,26-35,Medium,Medium (1-2yr),0,1,1,0,1
No checking account,60,Delay in past payments,Radio/TV,15653,< 100 DM,4-7 years,2,Male: single,None,4,Car or other,21,None,Own,2,Skilled employee,1,Yes,Yes,0,5217.666666666667,260.8833333333333,18-25,Very High,Very Long (4yr+),0,0,1,0,1
No checking account,12,Existing credits paid till now,Radio/TV,1493,< 100 DM,< 1 year,4,Female: divorced/married,None,3,Car or other,34,None,Own,1,Skilled employee,2,None,Yes,0,298.6,124.41666666666667,26-35,Medium,Short (1yr),0,1,0,0,1
< 0 DM,42,Delay in past payments,Radio/TV,4370,< 100 DM,4-7 years,3,Male: single,None,2,Savings/life insurance,26,Bank,Own,2,Skilled employee,2,Yes,Yes,1,1092.5,104.04761904761905,26-35,Very High,Long (2-4yr),1,0,1,0,1
< 0 DM,18,Existing credits paid till now,Education,750,< 100 DM,Unemployed,4,Female: divorced/married,None,1,Real estate,27,None,Own,1,Unemployed/unskilled non-resident,1,None,Yes,1,150.0,41.666666666666664,26-35,Low,Medium (1-2yr),1,1,0,1,1
0-200 DM,15,Existing credits paid till now,Repairs,1308,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,38,None,Own,2,Unskilled resident,1,None,Yes,0,261.6,87.2,36-45,Low,Medium (1-2yr),1,1,1,0,1
No checking account,15,Existing credits paid till now,Education,4623,100-500 DM,1-4 years,3,Male: single,None,2,Savings/life insurance,40,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,1,1155.75,308.2,36-45,Very High,Medium (1-2yr),0,1,0,0,1
No checking account,24,Critical account,Radio/TV,1851,< 100 DM,4-7 years,4,Male: married/widowed,Guarantor,2,Car or other,33,None,Own,2,Skilled employee,1,Yes,Yes,0,370.2,77.125,26-35,Medium,Medium (1-2yr),0,0,1,0,1
< 0 DM,18,Critical account,Radio/TV,1880,< 100 DM,4-7 years,4,Male: married/widowed,None,1,Savings/life insurance,32,None,Own,2,Highly skilled/self-employed,1,Yes,Yes,0,376.0,104.44444444444444,26-35,Medium,Medium (1-2yr),1,0,1,0,1
No checking account,36,Delay in past payments,Business,7980,Unknown/none,< 1 year,4,Male: single,None,4,Car or other,27,None,Rent,2,Skilled employee,1,Yes,Yes,1,1596.0,221.66666666666666,26-35,Very High,Long (2-4yr),0,0,0,0,0
< 0 DM,30,No credits/all paid,Furniture/equipment,4583,< 100 DM,1-4 years,2,Male: divorced/separated,Guarantor,2,Real estate,32,None,Own,2,Skilled employee,1,None,Yes,0,1527.6666666666667,152.76666666666668,26-35,Very High,Long (2-4yr),1,1,0,1,1
No checking account,12,Existing credits paid till now,Car (new),1386,500-1000 DM,1-4 years,2,Female: divorced/married,None,2,Savings/life insurance,26,None,Own,1,Skilled employee,1,None,Yes,1,462.0,115.5,26-35,Medium,Short (1yr),0,1,0,0,1
>= 200 DM,24,Existing credits paid till now,Car (new),947,< 100 DM,4-7 years,4,Male: single,None,3,Unknown/none,38,Bank,For free,1,Skilled employee,2,None,Yes,1,189.4,39.458333333333336,36-45,Low,Medium (1-2yr),1,1,1,0,0
< 0 DM,12,Existing credits paid till now,Education,684,< 100 DM,1-4 years,4,Male: single,None,4,Car or other,40,None,Rent,1,Unskilled resident,2,None,Yes,1,136.8,57.0,36-45,Low,Short (1yr),1,1,0,0,0
< 0 DM,48,Existing credits paid till now,Education,7476,< 100 DM,4-7 years,4,Male: single,None,1,Unknown/none,50,None,For free,1,Highly skilled/self-employed,1,Yes,Yes,0,1495.2,155.75,46-55,Very High,Long (2-4yr),1,1,1,0,0
0-200 DM,12,Existing credits paid till now,Furniture/equipment,1922,< 100 DM,1-4 years,4,Male: single,None,2,Savings/life insurance,37,None,Own,1,Unskilled resident,1,None,Yes,1,384.4,160.16666666666666,36-45,Medium,Short (1yr),1,1,0,0,1
< 0 DM,24,Existing credits paid till now,Car (new),2303,< 100 DM,>= 7 years,4,Male: single,Co-applicant,1,Real estate,45,None,Own,1,Skilled employee,1,None,Yes,1,460.6,95.95833333333333,36-45,Medium,Medium (1-2yr),1,1,1,1,1
0-200 DM,36,Delay in past payments,Car (new),8086,100-500 DM,>= 7 years,2,Male: single,None,4,Car or other,42,None,Own,4,Highly skilled/self-employed,1,Yes,Yes,1,2695.3333333333335,224.61111111111111,36-45,Very High,Long (2-4yr),1,0,1,0,1
No checking account,24,Critical account,Car (used),2346,< 100 DM,4-7 years,4,Male: single,None,3,Car or other,35,None,Own,2,Skilled employee,1,Yes,Yes,0,469.2,97.75,26-35,High,Medium (1-2yr),0,0,1,0,1
< 0 DM,14,Existing credits paid till now,Car (new),3973,< 100 DM,Unemployed,1,Male: single,None,4,Unknown/none,22,None,For free,1,Skilled employee,1,None,Yes,0,1986.5,283.7857142857143,18-25,Very High,Medium (1-2yr),1,1,0,0,0
0-200 DM,12,Existing credits paid till now,Car (new),888,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,41,Bank,Own,1,Unskilled resident,2,None,Yes,1,177.6,74.0,36-45,Low,Short (1yr),1,1,1,0,1
No checking account,48,Existing credits paid till now,Radio/TV,10222,Unknown/none,4-7 years,4,Male: single,None,3,Car or other,37,Stores,Own,1,Skilled employee,1,Yes,Yes,0,2044.4,212.95833333333334,36-45,Very High,Long (2-4yr),0,1,1,0,1
0-200 DM,30,No credits/all paid,Business,4221,< 100 DM,1-4 years,2,Female: divorced/married,None,1,Car or other,28,None,Own,2,Skilled employee,1,None,Yes,0,1407.0,140.7,26-35,Very High,Long (2-4yr),1,1,0,0,1
0-200 DM,18,Critical account,Furniture/equipment,6361,< 100 DM,>= 7 years,2,Male: single,None,1,Unknown/none,41,None,Own,1,Skilled employee,1,Yes,Yes,0,2120.3333333333335,353.3888888888889,36-45,Very High,Medium (1-2yr),1,0,1,0,1
>= 200 DM,12,Existing credits paid till now,Radio/TV,1297,< 100 DM,1-4 years,3,Male: married/widowed,None,4,Real estate,23,None,Rent,1,Skilled employee,1,None,Yes,0,324.25,108.08333333333333,18-25,Low,Short (1yr),1,1,0,1,0
< 0 DM,12,Existing credits paid till now,Car (new),900,Unknown/none,1-4 years,4,Male: married/widowed,None,2,Car or other,23,None,Own,1,Skilled employee,1,None,Yes,1,180.0,75.0,18-25,Low,Short (1yr),1,1,0,0,1
No checking account,21,Existing credits paid till now,Furniture/equipment,2241,< 100 DM,>= 7 years,4,Male: single,None,2,Real estate,50,None,Own,2,Skilled employee,1,None,Yes,0,448.2,106.71428571428571,46-55,Medium,Medium (1-2yr),0,1,1,1,1
0-200 DM,6,Delay in past payments,Furniture/equipment,1050,< 100 DM,Unemployed,4,Male: single,None,1,Savings/life insurance,35,Stores,Own,2,Highly skilled/self-employed,1,Yes,Yes,0,210.0,175.0,26-35,Low,Short (1yr),1,0,0,0,1
>= 200 DM,6,Critical account,Education,1047,< 100 DM,1-4 years,2,Female: divorced/married,None,4,Savings/life insurance,50,None,Own,1,Unskilled resident,1,None,Yes,0,349.0,174.5,46-55,Low,Short (1yr),1,0,0,0,1
No checking account,24,Critical account,Others,6314,< 100 DM,Unemployed,4,Male: single,Co-applicant,2,Unknown/none,27,Bank,Own,2,Highly skilled/self-employed,1,Yes,Yes,0,1262.8,263.0833333333333,26-35,Very High,Medium (1-2yr),0,0,0,0,1
0-200 DM,30,All credits paid at this bank,Furniture/equipment,3496,>= 1000 DM,1-4 years,4,Male: single,None,2,Car or other,34,Stores,Own,1,Skilled employee,2,Yes,Yes,0,699.2,116.53333333333333,26-35,High,Long (2-4yr),1,1,0,0,1
No checking account,48,All credits paid at this bank,Business,3609,< 100 DM,1-4 years,1,Female: divorced/married,None,1,Real estate,27,Stores,Own,1,Skilled employee,1,None,Yes,0,1804.5,75.1875,26-35,High,Long (2-4yr),0,1,0,1,1
